公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
建漢,通信網路業,3062,1402,1200,1115,1021,0.1556,0,0,5052,1.1243,1,0.00915,20.13,543.07,1962.90035,237.8695,6,4,2,0.3333,0.9643,1,0,71.5,13.7,0.01605,1,1,1,1
耀登,通信網路業,3138,1485,1333,1551,1255,0.3229,0,0,3817,33,1,0.0183,14.6581,128.6258,94.0279,2.046,9,4,1,0.1111,0.9848,1,0,21.055,6231,54,1,1,1,1
閎暉,通信網路業,3311,776,629,611,421,0.3333,1,0.0006,20939,104.5638,1,0.0021,4.42,2611.18,1753.2805,13.0616,7,3,1,0.1429,0.9107,1,14.8211,23.313,38.1341,0.1904,1,1,1,1
明泰,通信網路業,3380,1380,1194,1116,1050,0.26,0,0,51413,51413,2,0,91.38,4471.9,585.08,4563.28,7,3,2,0.2857,1,1,121.92,39.5925,81.737,0.004,1,1,1,1
譁裕,通信網路業,3419,1129,973,774,670,0.21,0,0,12188,11.30045,1,0.01125,57.425,917.8,263460.16,1.5671,10,3,1,0.1,1,1,0,54,54,0.021,1,1,1,1
展達,通信網路業,3447,1822,1592,1397,1204,0.2,0,0,180366.55,30.03,1,0.0011,162.24,3477.43,2028869.75,0.606,7,3,1,0.1429,0.9524,1,140.591,56.45085,267,0.0445,1,1,1,1
智易,通信網路業,3596,1942,1719,1780,1518,0.19,0,0,166291,2.33,20,0.07,999.237,30263.76,3446207.11,0.538,9,3,0,0,0.9444,1,121.462,990.84,1112.3,0.024,1,1,1,1
圓展,通信網路業,3669,1190,1034,1018,884,0.2059,1,0.0019,18180,6.04,2,0.0042,60.5,2180.35,3080.64,0.7445,7,3,0,0,1,1,6.9,96.15,103.05,0.0342,1,1,1,1
海華,通信網路業,3694,1419,1063,1032,938,0.0203,1,0.0011,141122,112.9,1,0.00045,168.11,10112.99,2.42,0.082,7,3,1,0.14,0.9714,1,10.949,92.3,103.249,0.05255,1,1,1,1
合勤控,通信網路業,3704,1525,1324,1160,944,0.286,1,0,52510,1.05,2,0,352.0324,5869.49,1171.05,0.19,9,3,1,0.1111,1,1,25.26,674.84,700.1,0.03,1,1,1,1
遠傳,通信網路業,4904,1175,991,995,872,0.3252,0,0,242341,2.718,11,0.005,4667.63,286818.2,364564.33,3.27,11,3,1,0.0909,0.9773,1,3.5,821.71,983.97,0.01,1,1,1,1
正文,通信網路業,4906,1259,1081,1087,895,0.2521,3,0.0006,205230,0.0074,1,0.00045,2431.07,27941.7,27941.7,0.0011,9,3,1,0.1111,0.9753,1,78.63,1262.46,1341.09,0.0001,1,1,1,1
眾達-KY,通信網路業,4977,1085.5,927,935,823,0.25,0,0,16617,3.02045,1,0.0021,2304.265,374.24,263119.82,0.52725,7,3,0,0,1,1,3.45,66.315,22.465,0.1123,1,1,1,1
中磊,通信網路業,5388,1495,1327,1063,647,0.1713,4,0.0024,48479.16,26.2345,2,0,77.9875,4319.97,38060.67,0.28,7,3,1,0.1428,0.9762,1,40.778,604.595,645.373,0.659,1,1,1,1
富爾特,通信網路業,6136,1026,898,787,732,0.3478,0,0,478,0.01305,1,0.00915,33.09235,120.013,129.2543,1.11265,7,3,1,0.1429,1,1,0,21.055,4.837,27.03895,1,1,1,1
友勁,通信網路業,6142,782,641,626,470,0.3103,4,0.0065,31628,9.3673,1,0,150.65,4168.16,722.2633,1.2791,7,3,0,0,0.98,1,3.06,61.59,64.65,0.0191,1,1,1,1
百一,通信網路業,6152,1223,1063,1002,895,0.0002,0,0,3550,1.1527,1,0.00915,24.0447,341.1623,1962.90035,237.8695,7,3,0,0,1,1,0,7.655,1.224,0.039,1,1,1,1
居易,通信網路業,6216,1402,1187,1073,906,0.1186,0,0,4679,1.1527,1,0.00915,39.8105,475.429,1962.90035,475.429,9,3,1,0.1111,0.7639,1,0,15,15,0.01605,1,1,1,1
啟碁,通信網路業,6285,1350,1164,1157,821,0.191,9,0.0014,530711,5.27,13,0.0665,2361.3,61350.44,195385.1,0.67,9,4,1,0.1111,0.9778,1,39.315,1382.94,6072.01,0.064,1,1,1,1
瑞祺電通,通信網路業,6416,983,834,768,644,0.2,0,0,7985,2.3045,1,0.00915,55.5763,693.8588,3761.32,0.2163,7,3,1,0.1429,1,1,0,0.31,0.31,0.0001,1,1,1,1
統新,通信網路業,6426,811,693,661,586,0,1,0.0043,32253,4.6841,2,0,96.395,2200.35,574.09215,0.79455,7,3,1,0.1429,0.9714,1,5.03,100.795,22.2848,0.0097,1,1,1,1
光聖,通信網路業,6442,925,814,693,541,0.26,1,0.002,11768,4,2,0.01125,31.8353,1919.59,263460.16,0.6637,7,3,2,0.2857,1,1,0,36.055,36.055,0.012,1,1,1,1
鋐寶科技,通信網路業,6674,1330,1157,874,769,0.1944,2,0.0001,53893,0.52545,1,0,18.15,512.17,19615.86,0.21,7,3,1,0.1429,0.8929,0.4286,33.019,639.7175,354.275,0.3445,1,1,1,1
詠業,通信網路業,6792,1032,894,815,662,0.1429,6,0.0103,25109,17.17,4,0,127.9625,5192.05,425.921,3.93,8,4,0,0,1,1,109.57,51.6,161.17,0.11,1,1,1,1
永道-KY,通信網路業,6863,1072,910.5,723,686.5,0,0,0,16362,3.02045,0,0.0021,4566.39,515.94,263119.82,0.52725,7,3,0,0,1,1,0,36.48,36.48,0.0231,1,1,1,1
台通,通信網路業,8011,721,609,598,558,0.25,4,0.0147,20735.5,10.585,1,0.03325,2347.17625,2853.995,2093.6205,2.29685,7,3,3,0.4286,0.9524,1,54.785,44.04,98.825,0.061,1,1,1,1
華冠,通信網路業,8101,1423,1212,848,815,0.14,0,0,39501,9.73725,1,0.03325,73.05625,2852.11,2093.6205,2.07,9,3,0,0,0.8889,0,54.785,44.04,98.825,0.05505,1,1,1,1
中環,光電業,2323,737,630,597,576,0.26,12,0.0172,485000,0.79,1,0.06545,0,122634,73753.265,0.0361,8,3,3,0.375,0.9268,0.375,27.474,136.536,164.01,0.0482,1,1,1,1
錸德,光電業,2349,727,630,670,578,0.0261,0,0,113512.81,0.0416,1,0.0012,67.9,15721.39,7342.82,0.0058,7,3,3,0.4286,0.9429,1,316.72,1931.45,179.85,0.59605,1,1,1,1
佳能,光電業,2374,1298,1110,1251,1080,0.23,0,0,5607,1.0607,1,0,106.368,1002.14,1861.45725,0.2097,9,3,0,0,0.96,0.89,0.6,42,42.6,0.0081,1,1,1,1
億光,光電業,2393,906,759,796,603,0.2028,9,0.0066,684.7,0.0002,2,0,480.8,27331.1,1861.45725,6.1,9,4,0,0,0.986,1,141.9,2265.12,2407.02,0.2627,1,1,1,1
國碩,光電業,2406,880,737,713,650,0.26,3,0.0195,51450,0.055,1,0.11405,36.2,3703.64,3520.07,0.004,9,4,3,0.3333,0.9636,1,16.3,139.9,156.2,0.0002,1,1,1,1
友達,光電業,2409,1278,1067,1044,791,0.282,2,0.0001,21546.86,0.45,4,0.001,69745.35,2396609.69,1004485.85,0.051,9,5,4,0.4444,1,1,13397.11,62806.97,76204.08,0.0016,1,1,1,1
鼎元,光電業,2426,692,550,562,497,0.2456,7,0.0096,772188,350.46,1,0,9847.61,16159.3,3584.61,11.8,7,3,1,0.14,1,1,384.4,182.2,566.6,0.257,1,1,1,1
銘旺科,光電業,2429,608,496,458,321,0.0714,0,0,31360,11.0612,1,0.11405,56.0866,1526.35,2325.51,3555.1808,7,3,0,0,0.97,0,106.5,552.51,21.64,0.2445,1,1,1,1
翔耀,光電業,2438,633,512,522,461,0.6,0,0,401774,175.2592,1,0.0006,4951.8483,8842.825,19317.445,5.90815,7,3,1,0.14,1,0,387.32225,131.70455,294.12,0.1286,1,1,1,1
冠西電,光電業,2466,828,712,608,446,0.24,2,0.0127,10774,0.0172,1,0.11405,32.35,2861.46,1861.45725,0.0046,9,3,2,0.2222,0.9815,1,1.93,26.2435,57.97,0.0001,1,1,1,1
一詮,光電業,2486,729,604,603,546,0.13,9,0.0111,159296,0.0584,1,0.0072,83.0055,9281.77,35050.28,0.0163,7,3,0,0,0.9286,0.7143,390.2445,81.2091,471.4536,0.0002,1,1,1,1
瑞軒,光電業,2489,1572,1359,1035,927,0.4024,3,0.0014,94655,5.79,1,0.0785,993.2,19451.1,7342.82,1.25,10,3,2,0.2,0.9636,1,40.44,3643.9,3684.34,0.23,1,1,1,1
吉祥全,光電業,2491,904,777,553,505,0.19,0,0,776,4.4763,1,0,86.04,14242.55,1861.45725,3.5248,7,3,2,0.2857,0.9388,1,0,22.9,22.9,0.2627,1,1,1,1
大立光,光電業,3008,1339,1204,1244,878,0.1,17,0.0024,931191,19.53,4,0,10221.775,30907.57,8709.47,5.9117,9,3,0,0,0.976,0.333,33,3284,3317,0.07,1,1,1,1
亞光,光電業,3019,1059,897,848,685,0.1382,0,0,110636.06,5.8,1,0.0006,168.4126,10610.7,1838.63,0.57,7,3,1,0.1429,0.9592,0.7143,316.72,1931.45,495.925,0.22,1,1,1,1
憶聲,光電業,3024,844,677,586,512,0.5714,0,0,6701000,151.93,1,0.3128,62593.485,282678.88,67290.53,10.09,11,3,4,0.3636,0.9273,0.5455,6914.19,4840.78,11754.97,0.33505,1,1,1,1
佰鴻,光電業,3031,1193,1040,787,707,0.22,0,0,92154.53,36839.4,1,0,126.2328,11297.195,7836.48,0.2853,9,4,3,0.33,1,0.89,16.5,1729.985,1746.485,88.02,1,1,1,1
全台,光電業,3038,801,697,675,570,0.1667,3,0.0034,295870,45.39,1,0.0163,98,11606,86455.87,0.0012,9,3,3,0.33,0.95,0.44,32,211,243,0.022,1,1,1,1
精金,光電業,3049,838,635,757,655,0.1,0,0,944001,0.3924,1,0,10595.94,45655.84,13834.33,0.0234,7,3,1,0.1429,0.89,1,208.7,1733.1,1600.43,0,1,1,1,1
鈺德,光電業,3050,742,607,655,600,0.37,0,0,32890,11.0612,1,0,875.856,6231.98,2325.51,7107.84,7,3,2,0.2857,0.9429,1,213,18,231,0.2445,1,1,1,1
力特,光電業,3051,777,642,585,545,0.22,5,0.0083,385557,130.8303,1,0.07455,11.9837,21542.68,73753.265,7.3141,12,4,2,0.16,0.81,0,0,568.6,568.6,0.1929,1,1,1,1
華晶科,光電業,3059,2039,1835,1299,1209,0.2,3,0.0103,18,6.3297,2,0,182.6179,1154,1861.45725,0.7315,7,3,3,0.4286,1,0.5714,0,11.525,32,0.2627,1,1,1,1
正達,光電業,3149,767,647,629,557,0.1619,2,0.003,128570,186.2682,1,0.0006,174.1222,21690.99,7342.82,26.1061,6,3,0,0,0.8857,0.5,389.8905,244.144,822.588,0.9821,1,1,1,1
奇偶,光電業,3356,1169,1010,1006,893,0.264,0,0,39541.5,36838.3535,1,0.11405,416.635,6908.165,17208.07725,0.257,7,3,2,0.2857,1,0.7142,0,99.085,99.085,87.9926,1,1,1,1
玉晶光,光電業,3406,1178,1028,889,708,0.0957,22,0.0018,73673,73673,1,0.11405,84.053,11983.69,3056.01725,0.0006,9,3,1,0.1111,1,0.4444,0,175.97,175.97,175.97,1,1,1,1
榮創,光電業,3437,745,603,660,576,0.2966,7,0.0091,50888,23.269,1,0.11405,342.55,7979.69,3520.07,3.805,7,4,1,0.1429,0.9286,1,4.26,78.71,82.97,0.038,1,1,1,1
晶睿,光電業,3454,1205,1067,1194,1014,0.29,0,0,13562,22.94835,2,0.2281,121.94,1832.64,334.2945,0.2299,9,3,1,0.11,1,1,0,32.37,32.37,15.67775,1,1,1,1
群創,光電業,3481,1054,893,892,709,0.1961,263,0.0001,18904748,84.5,4,0,114682.36,2605218.72,1221348.52,12.1578,9,5,1,0.1111,0.9792,1,20639,53096,73735,0.3296,1,1,1,1
揚明光,光電業,3504,927,783,742,571,0.2364,13,0.0139,88948,36839.395,2,0.03985,1.567,14044.77,7342.82,0.6253,7,3,2,0.29,0.96,1,20.22,1909.935,81,88.1,1,1,1,1
晶彩科,光電業,3535,1290,1123,1066,905,0.1111,0,0,5410,3.707,2,0,749.217,18038.105,1861.45725,0.5134,9,4,0,0,0.87,1,0,22.2,22.2,0.0152,1,1,1,1
州巧,光電業,3543,842,703,672,574,0.303,7,0.0214,391438.5,21.235,1,0.2998,1039.4685,38142.585,22945.52,2.3516,9,4,0,0,1,1,853.745,5081.185,1923.7,0.11505,1,1,1,1
牧德,光電業,3563,1300,1094,1024,883,0.2,9,0.0326,10240,4.871,2,0,24.43,702.43,1861.45725,0.35,9,3,0,0,1,1,0,10,10,0.0048,1,1,1,1
聯合再生,光電業,3576,895,716,673,526,0.248,13,0.0074,693929,42.43,2,0,2077.37,62240.4,11809.18,4.7,11,3,0,0,0.9697,1,1352.4,2414,3766.4,0.23,1,1,1,1
艾笛森,光電業,3591,993,822,652,482,0.34,0,0,11365,38.81,2,0.11405,44.26,1401,1861.45725,4.55,9,4,2,0.22,0.9836,1,0.72,7.19,7.91,0.025,1,1,1,1
洋華,光電業,3622,1211,1080,820,691,0.2045,0,0,10956,7.0867,1,0.11405,20.44,1917.6,1861.45725,1.2536,9,3,2,0.2222,0.8889,0.8889,3.14,45.297,48.437,31.3305,1,1,1,1
TPK-KY,光電業,3673,1005.5,856.5,839,733.5,0.2405,18,0.0012,3744674,0.04,2,0.5996,12190.09,294255.13,34081.86,0.0032,9,3,0,0,0.9767,1,355.09,7748.37,8103.46,0.0001,1,1,1,1
富采,光電業,3714,1825,1608,873,698,0.2623,18,0,3492000,0.12,7,0.77625,66085.75,280416.3,42113.94,0,9,5,0,0,0.9841,1,9899.04,2105.63,12004.67,0.33505,1,1,1,1
太極,光電業,4934,1366,1196,983,854,0.028,1,0.0018,6258,2.8171,1,0.02665,93.1058,35074.07,1861.45725,15.8308,7,3,2,0.2857,0.9388,1,0,11.175,2.84,0.0013,1,1,1,1
茂林-KY,光電業,4935,1239,1088,882.5,708.5,0.279,0,0,19121,9.28875,2,0.0091,117.33435,18330.565,70625.04,9.1762,7,3,1,0.1429,1,1,93.3905,678.154,544.93,0.24065,1,1,1,1
嘉彰,光電業,4942,1112,980,782,563,0.2055,0,0,31984,15.7604,1,0.11405,141.5629,1587.06,3388.62,2.5216,9,4,0,0,1,1,0,1087.02,1087.02,0.48,1,1,1,1
光鋐,光電業,4956,682,562,585,522,0.2,0,0,130604,108.4341,1,0.0006,811.2261,13791.8,7342.82,13.99685,9,3,0,0,0.9444,0.6667,186.781,269.288,456.069,0.59605,1,1,1,1
誠美材,光電業,4960,977,771,734,721,0.1111,10,0.0095,427801,13.735,2,0.0182,15888.57,31082.04,137861.46,1.536,8,3,0,0,0.8762,1,903,3111,4014,0.129,1,1,1,1
佳凌,光電業,4976,629,530,550,523,0.22,4,0.0023,279202.5,11.3437,1,0.0091,8083.8829,16334.55,70625.04,1.2428,9,3,1,0.1111,0.9778,0.7778,544.8905,1690.144,2235.0345,0.3196,1,1,1,1
達興材料,光電業,5234,1695,1496,1408,1102,0.2444,1,0.0026,119001,30.6,1,0,1448.33,5892.61,12847.01,1.8876,9,3,0,0,0.97,1,593,219,812,0.21,1,1,1,1
乙盛-KY,光電業,5243,1782,1588.5,1313,1029,0.1373,1,0.0003,60816.5,19.7762,2,0.0091,863.7629,18487.325,75354.235,1.4186,7,3,0,0,0.9429,1,296.5,109.575,406.075,0.3601,1,1,1,1
弘凱,光電業,5244,1869,1681,1218,956,0.25,0,0,62629.5,16.70855,1,0.013,770.7179,20483.34,43553.865,8.8592,9,4,0,0,0.965,0.8889,325.425,2981.73,407.42,0.10565,1,1,1,1
慧友,光電業,5484,827,676,668,589,0.2333,0,0,2632,8.9524,1,0,279.1958,18038.105,1861.45725,0.9496,7,3,1,0.1429,0.9796,0.8571,0,0.15,0.15,0.5102,1,1,1,1
彩晶,光電業,6116,873,737,828,726,0.1745,39,0.011,5178960,303.74,2,0.77625,59101.22,284941.46,92467.12,20.18,7,3,4,0.57,1,1,3929.34,7575.93,11505.27,0.67,1,1,1,1
達運,光電業,6120,1366,1163,863,754,0.18,3,0.005,93.2,0.006,1,0.0533,3285,61930,1861.45725,4.51,7,3,1,0.1429,1,1,223,5362,5585,0.39,1,1,1,1
華興,光電業,6164,1123,962,630,578,0.3125,0,0,2039,4.4792,1,0.02665,1782.0979,44630.55,502410.0722,2.7298,11,4,1,0.0909,0.9426,1,111.5,2681.075,2792.575,0.4501,1,1,1,1
宏齊,光電業,6168,897,764,779,675,0.2927,0,0,49488.2,0.0219,2,0.11405,71.0264,9348.98,5777.74,0.0042,7,3,0,0,0.9762,1,4.212,86.7034,90.9154,0,1,1,1,1
瑞儀,光電業,6176,1921,1734,1445,1043,0.1991,11,0.0118,1663000,0.1995,4,0.026,2633.44,104970.61,74260.72,0.0129,10,4,1,0.1,0.99,1,57.85,5744.46,5802.31,0.0007,1,1,1,1
今國光,光電業,6209,627,508,531,483,0.2079,12,0.0134,202325,82.3742,1,0.0072,128.56385,14212,23948.645,5.06815,9,3,1,0.11,0.94,0.44,43.335,129.908,173.243,0.0876,1,1,1,1
天瀚,光電業,6225,917,770,991,1007,0.6,0,0,3720045.985,160.88,1,0.5031,30912.91,149095.97,159542.36,10.155,7,3,4,0.5714,0.8461,0,2378.015,11557.31,13935.325,0.335,1,1,1,1
光鼎,光電業,6226,1054,907,854,695,0.444,0,0,257744.1,3.16095,1,0.5031,678.9582,34953.445,116197.67,0.4191,9,3,1,0.11,0.9611,0,191.271,1370.9817,1562.2527,0.02,1,1,1,1
台表科,光電業,6278,1159,1016,708,576,0.341,0,0,466000,6.3,1,0.07455,1286.89,60557.91,73753.265,0.834,10,3,4,0.4,0.9667,0.5,378.33,2655.26,3033.59,0.04,1,1,1,1
悅城,光電業,6405,775,644,592,548,0.24,8,0.029,116881,86728,1,0,0.8606,4419,7342.82,0.9441,7,3,1,0.1429,1,1,3571.22,222.22,3793.44,10.1158,1,1,1,1
元晶,光電業,6443,631,502,571,479,0.0714,31,0.0164,564635,62.702,2,0,6154.72,48538.05,10727.125,6.074,8,3,2,0.25,0.9792,1,1318.7,3223.6,4542.3,0.504,1,1,1,1
GIS-KY,光電業,6456,985.5,838.5,922.5,851,0.1696,17,0.0012,2261131.97,18.02,4,0.9529,2724.6,13250.48,226617.6,0.13,7,3,0,0,0.98,1,826.69,15538.69,16365.38,0.00035,1,1,1,1
安集,光電業,6477,700,582,599,562,0.6,18,0.07,22075,0.0068,1,0.11405,83.1577,4199.645,1861.45725,0.85645,8,3,1,0.125,0.92,0.875,0.26,155.794,156.054,0.0001,1,1,1,1
中揚光,光電業,6668,775,650,706,609,0.2,6,0.0093,39134,88.14,1,0.11405,123.489,6010.15,1262.4,16.66,7,3,0,0,0.9935,1,68.82,48.45,117.27,0.26,1,1,1,1
惠特,光電業,6706,936,807,898,663,0.1273,14,0.0231,28362,6.362,2,0.11405,44.3754,6566.65,2325.51,1.483,9,3,1,0.1111,0.9861,1,0,40.252,40.252,0.009,1,1,1,1
錸寶,光電業,8104,886,737,688,568,0.0952,4,0.0193,160899,164.69,2,0.0144,128.56385,9890.59,23948.645,10.12,9,3,3,0.33,0.963,1,63.56,57.09,120.65,0.12,1,1,1,1
凌巨,光電業,8105,965,827,830,742,0.218,2,0.001,2632197,9.07,2,0.48945,144048.75,84758.39,134365.77,0.64,6,2,1,0.167,0.9565,1,1443.57,2490.1,3933.67,0.0004,1,1,1,1
明基材,光電業,8215,1274,1101,1098,754,0.334,7,0.0027,432740,2.78,4,0.1309,19741.11,33182.21,9645.07,3.41,8,3,0,0,1,1,819.58,13797.31,14616.89,0.2083,1,1,1,1
聯強,電子通路業,2347,1468,1272,1228,1049,0.4435,1,0.0014,21886,18.82,8,0,1834,2250,1617.36125,0.0013,9,3,1,0.11,0.9688,1,0,200,200,0.0001,1,1,1,1
精技,電子通路業,2414,1141,979,896,809,0.2131,1,0.0026,4754,0.2148,1,0,87.03,733.779,2373.005,0.0332,9,3,1,0.1111,0.9778,1,0,2.1,2.1,0.0095,1,1,1,1
燦坤,電子通路業,2430,618,493,675,628,0.1,36,0.0151,5751.5,0.28085,2,0,989.33,649.2045,11937.51125,0.03485,7,3,1,0.1429,0.9762,1,0,101.05,15.3,0.0055,1,1,1,1
華立,電子通路業,3010,2173,1909,1428,1180,0.1111,0,0,4850,4850,5,1,1634.84,1163.45,2373.005,0.6683,8,2,1,0.125,0.98,0.625,0,72.85,108.04,0.00645,1,1,1,1
增你強,電子通路業,3028,1338,1160,1141,1003,0.325,1,0.0027,6749,0.3469,1,0,144.66,564.63,1617.36125,0.0365,10,3,0,0,0.975,1,0,72.85,28.5,0.0015,1,1,1,1
威健,電子通路業,3033,1762,1551,1310,1174,0.091,2,0.0039,4060,0.1409,1,0,29.4,351.71,2373.005,0.0132,7,3,1,0.1429,1,1,0,72.85,97.89,0.0034,1,1,1,1
文曄,電子通路業,3036,1988,1754,1425,1096,0.3007,0,0,12949,0.322,23,0,103.4225,1494.32,212.3325,0.0028,7,3,3,0.4286,0.989,1,0,143.6,143.6,0.0036,1,1,1,1
蔚華科,電子通路業,3055,2286,1992,1516,1508,0.2917,1,0.013,10497,16.98,1,0,0,1839,1617.36125,2.97,7,3,4,0.57,0.98,1,0,72.85,86.05,0.00255,1,1,1,1
全科,電子通路業,3209,1346,1090,1201,1016,0.074,0,0,1469,0.02,2,0.5,172.4845,254.17,2373.005,0.004,7,3,0,0,1,1,0,72.85,50.63,0.0008,1,1,1,1
弘憶股,電子通路業,3312,1117,938,918,868,0.1538,0,0,4109,0.18345,3,0,87.03,409.4,11937.51125,0.02025,7,3,1,0.1429,1,1,0,101.05,39.565,0.00115,1,1,1,1
安馳,電子通路業,3528,1936,1717,1170,1009,0.2632,0,0,8504.5,0.23145,1,0.5,66.41125,923.015,11937.51125,0.008,7,3,0,0,1,1,0,171.8,120.745,0.0035,1,1,1,1
大聯大,電子通路業,3702,2149,1923,1550,1364,0.3135,0,0,55827,13.93,8,0,1065.52,6168.09,23662.69,0.05,11,4,1,0.0909,0.9835,1,0,171.8,225.82,0.06,1,1,1,1
崇越,電子通路業,5434,2503,2257,1787,1345,0.3,0,0,5834,0.2066,4,0,315.569,825.1117,3022.39,0.0404,9,3,2,0.222,1,0.555,0,72.85,15.92,0.0005,1,1,1,1
豐藝,電子通路業,6189,1953,1710,1198,976,0.1818,0,0,4694,1.5705,1,0.5,470800,220658,11937.51125,0.4406,9,4,3,0.33,1,1,0,5312,5312,0.00515,1,1,1,1
全國電,電子通路業,6281,922,773,797,738,0.27,14,0.0082,62598,2.9262,2,0,1449.76,18139.79,11937.51125,0.848,9,4,0,0,0.9813,1,0,171.8,212.91,0.03005,1,1,1,1
展碁國際,電子通路業,6776,1358,1114,1074,928,0.436,0,0,7167,0.31,2,0,32,632,2373.005,0.03,7,4,1,0.1429,0.9643,1,0,72.85,7.14,0,1,1,1,1
長華*,電子通路業,8070,3608,3368,2097,1325,0.2971,9,0.0039,1323211,60.536,2,0,1947,53257,9033,2.526,7,3,1,0.1429,0.9516,1,12229,5698,17927,0.82,1,1,1,1
陞泰,電子通路業,8072,1193,1080,658,446,0.5,0,0,5017,1.6181,1,0,23.327,437.0875,2373.005,0.178,7,4,2,0.286,1,1,6114.5,5505,5.326,0.00025,1,1,1,1
至上,電子通路業,8112,2124,1777,1300,1198,0.1818,0,0,2867,0.2583,2,0.5,14.654,242.175,1723.62,0.326,8,4,1,0.125,1,1,0,72.85,3.512,0.00025,1,1,1,1
三商電,資訊服務業,2427,989,851,765,710,0.17,0,0,2313,7.2965,1,0.0147,15,269.068,123,0.8488,9,4,0,0,0.9242,1,0,2.9415,76.546,0.1131,1,1,1,1
凌群,資訊服務業,2453,1262,1080,938,827,0.22,7,0.0059,10000,1.7622,1,0.0147,30.3224,1107,264.9796,0.1951,7,3,2,0.29,0.94,0.57,0,2.9415,33.37,0.0059,1,1,1,1
華經,資訊服務業,2468,955,802,697,615,0.3,5,0.0136,1580,3.75825,2,0.0147,0,288.726,0,0.4594,7,3,5,0.7143,1,1,0,2.9415,40.263,0.05685,1,1,1,1
資通,資訊服務業,2471,1516,1323,1203,1079,0.2143,0,0,7610,4.18775,2,0.0147,30.3224,762.9721,246,0.35275,8,3,2,0.25,0.95,1,0,2.9415,0.034,0.02525,1,1,1,1
敦陽科,資訊服務業,2480,1336,1174,1050,962,0.2681,3,0.0052,1474,0.22,4,0.0147,30,434.1,123,0.07,11,4,0,0,0.98,1,0,3.98,3.98,0.0006,1,1,1,1
零壹,資訊服務業,3029,1419,1209,1198,993,0.5185,0,0,4542,0.9911,2,0.0147,15,770.55,123,0.13255,8,3,0,0,0.9643,1,0,2.9415,2.007,0.00325,1,1,1,1
傳奇,資訊服務業,4994,1055,898,764,679,0.4286,0,0,7011,3.6146,2,0.0147,30.3224,919.7621,515.13595,0.3465,7,4,1,0.1429,0.9778,1,0,2.9415,32.605,0.0224,1,1,1,1
訊連,資訊服務業,5203,1741,1526,1501,1193,0.143,0,0,9305,6.6133,4,0.0147,15.3645,418.9442,283.9592,0.5104,7,3,1,0.143,1,1,0,2.9415,62.8,0.0446,1,1,1,1
邁達特,資訊服務業,6112,1153,986,1036,826,0.4286,1,0.0013,7461,0.6159,4,0.0147,45.2803,1420.58,746.3127,0.1826,7,3,2,0.2857,1,1,0,2.9415,2.41,0.0002,1,1,1,1
關貿,資訊服務業,6183,1395,1209,1202,1080,0.42,0,0,9.5756,0.0042,2,0.0147,64.5181,1275.73,373.15635,0.5907,15,3,2,0.1333,0.9864,1,0,1.903,1.903,0.0008,1,1,1,1
精誠,資訊服務業,6214,1153,961,969,797,0.2474,2,0.001,21112,17.31,4,0.0147,11.0019,2804.22,573.5518,0.1023,12,3,2,0.167,0.977,1,0,68.7,68.7,0.056,1,1,1,1
益航,貿易百貨,2601,1519,1308,1097,1009,0.4667,0,0,944.85,473660.75,1,0.0002,1020.8,65453,32867.28725,73.47515,7,3,0,0,0.8714,1,4783.5,64365.81,4323,600.01,1,1,1,1
欣欣,貿易百貨,2901,902,742,633,577,0.1481,0,0,53936,78.45,1,0.0002,342.428,2632,32867.28725,0.6777,9,3,3,0.333,1,0.333,0,185.62,185.62,0.27,1,1,1,1
遠百,貿易百貨,2903,906,786,743,700,0.2549,1,0.0007,2075.67,3641.5,1,0.0004,5815,77942.35,65732.8,146.94,7,3,3,0.43,0.89,1,4783.5,64365.81,8316,14.58,1,1,1,1
三商,貿易百貨,2905,2732,2537,947,814,0.4688,3,0.002,36212,39.83715,1,0,275.01,123.68,3301.88725,0.6777,9,3,0,0,0.9028,1,4783.5,64365.81,398.867,0.1505,1,1,1,1
高林,貿易百貨,2906,1174,1018,589,524,0.4705,0,0,28005.835,1859.975,1,0.0002,2921.21,40287.175,1229511.54,73.5177,12,4,0,0,1,1,4783.5,64365.81,4250.81,7.425,1,1,1,1
特力,貿易百貨,2908,1169,929,929,816,0.597,1,0.0027,18488,1.2243,1,0.0002,27.42,1413.12,32867.28725,0.0954,7,4,2,0.2857,0.9821,1,4783.5,64365.81,467.734,0.031,1,1,1,1
